date,name,type,seater,m_year,price,label
2023-08-03,2021 쏘나타 DN8,LPG,5인승,2021~22년형,78750,자차미포함
2023-08-03,2023 베뉴,휘발유,5인승,2023년형,78750,자차미포함
2023-08-03,더뉴K5 (휘발유/만26세),휘발유,5인승,2018~19년형,79200,자차미포함
2023-08-03,쏘울 부스터 (만26세),휘발유,5인승,2019~21년형,80600,자차미포함
2023-08-03,K7 프리미어,휘발유,5인승,2019~21년형,81600,자차미포함
2023-08-03,K7 프리미어 (LPG),LPG,5인승,2019~20년형,81600,자차미포함
2023-08-03,쏘나타 DN8 (휘발유/만26세),휘발유,5인승,2019년형,83250,자차미포함
2023-08-03,셀토스,휘발유,5인승,2019~20년형,83250,자차미포함
2023-08-03,QM6,경유,5인승,2017~19년형,83600,자차미포함
2023-08-03,2023 더뉴모닝,휘발유,5인승,2023년형,84500,자차미포함
2023-08-03,2020 코나 일렉트릭,전기,5인승,2020년형,85500,자차미포함
2023-08-03,SM6 (휘발유),휘발유,5인승,2017~20년형,85800,자차미포함
2023-08-03,올뉴쏘렌토 7인승,경유,7인승,2017~19년형,85800,자차미포함
2023-08-03,2022 K5 (만26세),LPG,5인승,2022~23년형,86950,자차미포함
2023-08-03,캐스퍼,휘발유,4인승,2022년형,87000,자차미포함
2023-08-03,2021 아이오닉5,전기,5인승,2021~22년형,88400,자차미포함
2023-08-03,2020 쏘나타 (휘발유/만26세),휘발유,5인승,2020~21년형,88800,자차미포함
2023-08-03,2022 K5 (휘발유),휘발유,5인승,2022년형,89300,자차미포함
2023-08-03,토레스,휘발유,5인승,2022~23년형,89700,자차미포함
2023-08-03,쏘나타 디 엣지 (휘발유),휘발유,5인승,2023년형,90000,자차미포함
2023-08-03,아이오닉EV (전기차),전기,5인승,2017~18년형,91000,자차미포함
2023-08-03,2020 더뉴그랜저 (LPG),LPG,5인승,2020~22년형,91200,자차미포함
2023-08-03,2020 더뉴그랜저,휘발유,5인승,2019~21년형,91200,자차미포함
2023-08-03,디올뉴스포티지,경유,5인승,2021~22년형,92000,자차미포함
2023-08-03,2021 미니쿠퍼컨버터블,휘발유,4인승,2021~22년형,92400,자차미포함
2023-08-03,2021 쏘나타 DN8 (휘발유),휘발유,5인승,2021~22년형,92500,자차미포함
2023-08-03,2023 쏘나타 DN8 (휘),휘발유,5인승,2023년형,95000,자차미포함
2023-08-03,2022 디올뉴스포티지 (휘발유),휘발유,5인승,2022년형,96000,자차미포함
2023-08-03,2022 니로 (하이브리드),하이브리드,5인승,2022년형,96000,자차미포함
2023-08-03,미니클럽맨,휘발유,5인승,2017년형,96000,자차미포함
2023-08-03,올뉴카니발 9인승,경유,9인승,2015~18년형,96000,자차미포함
2023-08-03,K8 (3.5LPG),LPG,5인승,2021~23년형,96200,자차미포함
2023-08-03,베리뉴 티볼리 (휘발유),휘발유,5인승,2020년형,96250,자차미포함
2023-08-03,아반떼 (하이브리드),하이브리드,5인승,2022년형,97500,자차미포함
2023-08-03,2020 4세대쏘렌토 7인승,경유,7인승,2020~21년형,97500,자차미포함
2023-08-03,그랜드스타렉스 12인승,경유,12인승,2015~17년형,97500,자차미포함
2023-08-03,2023 디 올뉴코나,휘발유,5인승,2023년형,99000,자차미포함
2023-08-03,올뉴쏘렌토 5인승,경유,5인승,2016~17년형,99000,자차미포함
2023-08-03,제네시스 G80,휘발유,5인승,2017~19년형,99000,자차미포함
2023-08-03,올뉴아반떼 LPG,LPG,5인승,2021년형,99200,자차미포함
2023-08-03,2023 더뉴아반떼,휘발유,5인승,2023년형,99200,자차미포함
2023-08-03,EV6 (전기차),전기,5인승,2022년형,100300,자차미포함
2023-08-03,싼타페TM 7인승,경유,7인승,2018~19년형,100800,자차미포함
2023-08-03,K8 (휘발유),휘발유,5인승,2021~22년형,102600,자차미포함
2023-08-03,2021 4세대 투싼,경유,5인승,2020~21년형,103400,자차미포함
2023-08-03,쏘나타 디 엣지,LPG,5인승,2023년형,104000,자차미포함
2023-08-03,올뉴카니발 11인승,경유,11인승,2015~18년형,105600,자차미포함
2023-08-03,아이오닉6,전기,5인승,2022~23년형,106400,자차미포함
2023-08-03,2023 K5 DL3 (하이브리드),하이브리드,5인승,2023년형,107800,자차미포함
2023-08-03,디올뉴스포티지 (LPG),LPG,5인승,2022~23년형,108000,자차미포함
2023-08-03,더뉴모하비 7인승,경유,7인승,2017~18년형,108000,자차미포함
2023-08-03,올뉴카니발리무진 7인승,경유,7인승,2017~18년형,112000,자차미포함
2023-08-03,2019 더뉴카니발 11인승,경유,11인승,2019~20년형,112500,자차미포함
2023-08-03,2021 미니쿠퍼컨버터블 S,휘발유,4인승,2021~22년형,115500,자차미포함
2023-08-03,2018 더뉴카니발리무진 7인승,경유,7인승,2018~19년형,116000,자차미포함
2023-08-03,디올뉴그랜저,휘발유,5인승,2023년형,117600,자차미포함
2023-08-03,더뉴스타렉스 12인승,경유,12인승,2018~20년형,120000,자차미포함
2023-08-03,2021 4세대 투싼 (휘발유),휘발유,5인승,2021년형,121000,자차미포함
2023-08-03,팰리세이드2.2 (8인승),경유,8인승,2019~20년형,121500,자차미포함
2023-08-03,팰리세이드3.8 (8인승),휘발유,8인승,2019~20년형,121500,자차미포함
2023-08-03,스타리아 9인승,경유,9인승,2021년형,121500,자차미포함
2023-08-03,2020 더뉴싼타페 7인승,경유,7인승,2020년형,125000,자차미포함
2023-08-03,2021 아우디 A5 카브리올레,휘발유,4인승,2021년형,130000,자차미포함
2023-08-03,싼타페TM 7인승(휘발유),휘발유,7인승,2018~19년형,132000,자차미포함
2023-08-03,2019 포드 머스탱컨버터블,휘발유,4인승,2019~20년형,132000,자차미포함
2023-08-03,2021 벤츠 E250 아방가르드,휘발유,5인승,2021년형,132000,자차미포함
2023-08-03,쉐보레 트래버스 (7인승),휘발유,7인승,2019년형,135000,자차미포함
2023-08-03,4세대카니발 9인승,경유,9인승,2020~22년형,135000,자차미포함
2023-08-03,2023 4세대카니발 7인승,경유,7인승,2023년형,136000,자차미포함
2023-08-03,2021 제네시스 GV70,경유,5인승,2021년형,136500,자차미포함
2023-08-03,BMW 428i 컨버터블,휘발유,4인승,2016~17년형,138600,자차미포함
2023-08-03,2021 포드 머스탱컨버터블,휘발유,4인승,2021년형,138600,자차미포함
2023-08-03,2021 모하비더마스터 (5인승),경유,5인승,2021년형,140000,자차미포함
2023-08-03,더뉴카니발 하이리무진,경유,7인승,2018~19년형,140000,자차미포함
2023-08-03,2021 4세대쏘렌토 7인승 (휘),휘발유,7인승,2021년형,142500,자차미포함
2023-08-03,2020 4세대카니발 11인승,경유,11인승,2020~21년형,143100,자차미포함
2023-08-03,더뉴팰리세이드 (휘발유),휘발유,8인승,2023년형,144000,자차미포함
2023-08-03,2023 4세대카니발 9인승,경유,9인승,2023년형,144000,자차미포함
2023-08-03,2023 BMW 420i 컨버터블,휘발유,4인승,2023년형,145000,자차미포함
2023-08-03,2023 4세대쏘렌토 5인승,경유,5인승,2023년형,148500,자차미포함
2023-08-03,BMW 430i 컨버터블,휘발유,4인승,2018~19년형,148500,자차미포함
2023-08-03,4세대카니발 9인승(휘발유),휘발유,9인승,2022~23년형,148500,자차미포함
2023-08-03,BMW Z4,휘발유,2인승,2020~21년형,150000,자차미포함
2023-08-03,2023 4세대카니발 11인승,경유,11인승,2023년형,150000,자차미포함
2023-08-03,2021 4세대카니발 7인승,경유,7인승,2021~22년형,150400,자차미포함
2023-08-03,2020 벤츠 C클래스 카브리올레,휘발유,4인승,2020~21년형,151800,자차미포함
2023-08-03,2020 BMW 430i 컨버터블,휘발유,4인승,2020년형,151800,자차미포함
2023-08-03,벤츠 E220d 카브리올레,경유,4인승,2019~20년형,155000,자차미포함
2023-08-03,더 K9,휘발유,5인승,2018~20년형,157500,자차미포함
2023-08-03,제네시스 G70,휘발유,5인승,2018~20년형,158400,자차미포함
2023-08-03,2020 올뉴제네시스 G80,휘발유,5인승,2020~21년형,164500,자차미포함
2023-08-03,2021 BMW 420i 컨버터블,휘발유,4인승,2021년형,165000,자차미포함
2023-08-03,2020 제네시스 GV80 (7인승),경유,7인승,2020~21년형,173900,자차미포함
2023-08-03,2023 더뉴팰리세이드,경유,8인승,2023년형,176000,자차미포함
2023-08-03,BMW 520i,휘발유,5인승,2019년형,184800,자차미포함
2023-08-03,쏠라티(AT) 15인승,경유,15인승,2017~20년형,201600,자차미포함
2023-08-03,2023 제네시스 GV80 (휘발유),휘발유,7인승,2023년형,249600,자차미포함
2023-08-03,2020 모하비더마스터 (7인승),경유,7인승,2020년형,350000,자차미포함
2023-08-03,포르쉐 718 박스터,휘발유,2인승,2022년형,484000,자차미포함
2023-08-03,2021 벤츠 G클래스 AMG,휘발유,5인승,2021년형,720000,자차미포함
2023-08-03,더뉴모닝 / 넥스트스파크,휘발유,5인승,2016~18년형,0,마감
2023-08-03,2016 더뉴모닝 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,더넥스트스파크 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,2018 올뉴모닝,휘발유,5인승,2018년형,0,마감
2023-08-03,레이 (만26세),휘발유,5인승,2016~17년형,0,마감
2023-08-03,엑센트,휘발유,5인승,2016~17년형,0,마감
2023-08-03,엑센트 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,2019 엑센트,휘발유,5인승,2019년형,0,마감
2023-08-03,2018 엑센트 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-03,2019 더뉴레이,휘발유,5인승,2019년형,0,마감
2023-08-03,더뉴레이 (만26세),휘발유,5인승,2018~20년형,0,마감
2023-08-03,아반떼AD (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,뉴K3 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,올뉴쏘울 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,2018 i30 (만26세),휘발유,5인승,2018년형,0,마감
2023-08-03,올뉴K3 / 더뉴아반떼,휘발유,5인승,2018~19년형,0,마감
2023-08-03,2020 올뉴K3,휘발유,5인승,2020~21년형,0,마감
2023-08-03,쏘울 부스터,휘발유,5인승,2019~20년형,0,마감
2023-08-03,2021올뉴K3 / 올뉴아반떼,휘발유,5인승,2021~22년형,0,마감
2023-08-03,올뉴K5 / LF쏘나타,LPG,5인승,2018년형,0,마감
2023-08-03,올뉴K5 (만26세),LPG,5인승,2016~17년형,0,마감
2023-08-03,LF쏘나타 (만26세),LPG,5인승,2016년형,0,마감
2023-08-03,더뉴K5 / 쏘나타뉴라이즈,LPG,5인승,2018~19년형,0,마감
2023-08-03,올뉴K5 (휘발유/만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,LF쏘나타 (휘발유/만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,쏘나타뉴라이즈 (휘발유),휘발유,5인승,2017년형,0,마감
2023-08-03,2018 더뉴K5 (휘발유),휘발유,5인승,2018~19년형,0,마감
2023-08-03,2020 K5 DL3 (휘발유),휘발유,5인승,2020~21년형,0,마감
2023-08-03,뉴SM3 ZE,전기,5인승,2019년형,0,마감
2023-08-03,뉴SM3 ZE (전기차),전기,5인승,2019년형,0,마감
2023-08-03,2020 뉴SM3 ZE (전기차),전기,5인승,2020년형,0,마감
2023-08-03,코나 일렉트릭 (전기차),전기,5인승,2019년형,0,마감
2023-08-03,2020 코나일렉트릭(전기차),전기,5인승,2020년형,0,마감
2023-08-03,2021 아이오닉5 (전기차),전기,5인승,2021년형,0,마감
2023-08-03,올란도 7인승,경유,7인승,2016년형,0,마감
2023-08-03,티볼리,휘발유,5인승,2016년형,0,마감
2023-08-03,티볼리에어 (경유/휘발유),경유/휘발유,5인승,2016~18년형,0,마감
2023-08-03,티볼리아머,휘발유,5인승,2018~19년형,0,마감
2023-08-03,2022 XM3,휘발유,5인승,2022년형,0,마감
2023-08-03,스포티지더볼드 (휘발유),휘발유,5인승,2020년형,0,마감
2023-08-03,2021 QM6 (휘발유),휘발유,5인승,2021년형,0,마감
2023-08-03,2022 QM6 (휘발유),휘발유,5인승,2022년형,0,마감
2023-08-03,스포티지 (하이브리드),하이브리드,5인승,2022~23년형,0,마감
2023-08-03,4세대 투싼 (하이브리드),하이브리드,5인승,2021년형,0,마감
2023-08-03,2023 투싼 (하이브리드),하이브리드,5인승,2023년형,0,마감
2023-08-03,싼타페DM 5인승,경유,5인승,2015~16년형,0,마감
2023-08-03,싼타페DM 7인승,경유,7인승,2016년형,0,마감
2023-08-03,싼타페TM 5인승,경유,5인승,2019년형,0,마감
2023-08-03,더뉴모하비(4WD) 5인승,경유,5인승,2016년형,0,마감
2023-08-03,4세대 쏘렌토 (하이브리드),하이브리드,7인승,2021년형,0,마감
2023-08-03,2023 쏘렌토 5인승(휘),휘발유,5인승,2023년형,0,마감
2023-08-03,2023 쏘렌토 7인승(휘),휘발유,7인승,2023년형,0,마감
2023-08-03,더뉴싼타페 7인승 (휘),휘발유,7인승,2022년형,0,마감
2023-08-03,모하비더마스터 (7인승),경유,7인승,2020년형,0,마감
2023-08-03,그랜저HG / K7 (휘/LPG),휘발유/LPG,5인승,2016년형,0,마감
2023-08-03,2022 폭스바겐 제타,휘발유,5인승,2022년형,0,마감
2023-08-03,볼보 XC40,휘발유,5인승,2022년형,0,마감
2023-08-03,스타리아 11인승,경유,11인승,2022년형,0,마감
2023-08-03,더뉴모닝,휘발유,5인승,2016~17년형,0,마감
2023-08-03,2016 더뉴모닝 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,더넥스트스파크,휘발유,5인승,2016~18년형,0,마감
2023-08-03,더넥스트스파크 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,엑센트,휘발유,5인승,2016~17년형,0,마감
2023-08-03,레이 (만26세),휘발유,5인승,2016~17년형,0,마감
2023-08-03,엑센트 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,2018 올뉴모닝,휘발유,5인승,2018년형,0,마감
2023-08-03,올뉴모닝,휘발유,5인승,2017~20년형,0,마감
2023-08-03,2019 더뉴레이,휘발유,5인승,2019년형,0,마감
2023-08-03,더뉴레이 (만26세),휘발유,5인승,2018~20년형,0,마감
2023-08-03,2019 엑센트,휘발유,5인승,2019년형,0,마감
2023-08-03,2018 엑센트 (만26세),휘발유,5인승,2018~19년형,0,마감
2023-08-03,모닝 어반,휘발유,5인승,2020~22년형,0,마감
2023-08-03,2022 더뉴레이,휘발유,5인승,2022년형,0,마감
2023-08-03,2023 더뉴레이,휘발유,5인승,2023년형,0,마감
2023-08-03,아반떼AD (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,뉴K3 (만26세),휘발유,5인승,2016~18년형,0,마감
2023-08-03,올뉴크루즈,휘발유,5인승,2017년형,0,마감
2023-08-03,2018 i30 (만26세),휘발유,5인승,2018년형,0,마감
2023-08-03,올뉴쏘울 (만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,올뉴K3,휘발유,5인승,2018~19년형,0,마감
2023-08-03,더뉴아반떼,휘발유,5인승,2018~19년형,0,마감
2023-08-03,더뉴아반떼 (만26세),휘발유,5인승,2019년형,0,마감
2023-08-03,2020 올뉴K3,휘발유,5인승,2020~21년형,0,마감
2023-08-03,쏘울 부스터,휘발유,5인승,2019~20년형,0,마감
2023-08-03,2020 올뉴아반떼,휘발유,5인승,2020~21년형,0,마감
2023-08-03,2021 올뉴아반떼,휘발유,5인승,2021~22년형,0,마감
2023-08-03,2022 올뉴K3,휘발유,5인승,2022년형,0,마감
2023-08-03,LF쏘나타,LPG,5인승,2018년형,0,마감
2023-08-03,올뉴K5,LPG,5인승,2018년형,0,마감
2023-08-03,올뉴K5 (만26세),LPG,5인승,2016~17년형,0,마감
2023-08-03,LF쏘나타 (만26세),LPG,5인승,2016년형,0,마감
2023-08-03,쏘나타뉴라이즈,LPG,5인승,2018~19년형,0,마감
2023-08-03,2018 더뉴K5,LPG,5인승,2018~19년형,0,마감
2023-08-03,쏘나타 DN8,LPG,5인승,2019~20년형,0,마감
2023-08-03,2020 K5 DL3,LPG,5인승,2020~21년형,0,마감
2023-08-03,올뉴K5 (휘발유/만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,LF쏘나타 (휘발유/만26세),휘발유,5인승,2016년형,0,마감
2023-08-03,쏘나타뉴라이즈 (휘발유),휘발유,5인승,2017년형,0,마감
2023-08-03,2018 더뉴K5 (휘발유),휘발유,5인승,2018~19년형,0,마감
2023-08-03,쏘나타 DN8 (휘발유),휘발유,5인승,2019~20년형,0,마감
2023-08-03,2020 K5 DL3 (휘발유),휘발유,5인승,2020~21년형,0,마감
2023-08-03,2019 뉴SM3 ZE,전기,5인승,2019년형,0,마감
2023-08-03,2019 뉴SM3 ZE (전기차),전기,5인승,2019년형,0,마감
2023-08-03,2020 뉴SM3 ZE (전기차),전기,5인승,2020년형,0,마감
2023-08-03,아이오닉 (하이브리드),하이브리드,5인승,2016년형,0,마감
2023-08-03,코나 일렉트릭 (전기차),전기,5인승,2018~19년형,0,마감
2023-08-03,2020 코나 일렉트릭 (전기차),전기,5인승,2020년형,0,마감
2023-08-03,2021 아이오닉5 (전기차),전기,5인승,2021년형,0,마감
2023-08-03,티볼리 (휘발유),휘발유,5인승,2016년형,0,마감
2023-08-03,티볼리아머,휘발유,5인승,2018년형,0,마감
2023-08-03,코나 (휘발유),휘발유,5인승,2017~18년형,0,마감
2023-08-03,티볼리에어 (휘발유),휘발유,5인승,2018~20년형,0,마감
2023-08-03,티볼리에어 (디젤),경유,5인승,2016~17년형,0,마감
2023-08-03,올란도 7인승,경유,7인승,2016년형,0,마감
2023-08-03,베리뉴 티볼리 (디젤),경유,5인승,2020년형,0,마감
2023-08-03,2020 XM3,휘발유,5인승,2020년형,0,마감
2023-08-03,2022 트레일블레이저,휘발유,5인승,2022년형,0,마감
2023-08-03,올뉴투싼,경유,5인승,2016~17년형,0,마감
2023-08-03,2022 XM3,휘발유,5인승,2022년형,0,마감
2023-08-03,2020 코란도(휘발유),휘발유,5인승,2020년형,0,마감
2023-08-03,2019 올뉴투싼,경유,5인승,2019년형,0,마감
2023-08-03,2020 스포티지더볼드 (휘발유),휘발유,5인승,2020년형,0,마감
2023-08-03,2020 QM6 LPE,LPG,5인승,2020년형,0,마감
2023-08-03,2021 QM6 (휘발유),휘발유,5인승,2021년형,0,마감
2023-08-03,2022 QM6 (휘발유),휘발유,5인승,2022년형,0,마감
2023-08-03,2021 4세대 투싼 (하이브리드),휘발유,5인승,2021년형,0,마감
2023-08-03,2023 4세대 투싼 (하이브리드),하이브리드,5인승,2023년형,0,마감
2023-08-03,2022 스포티지 (하이브리드),하이브리드,5인승,2022~23년형,0,마감
2023-08-03,2021 제네시스 GV70 (휘),휘발유,5인승,2021년형,0,마감
2023-08-03,싼타페DM 7인승,경유,7인승,2016년형,0,마감
2023-08-03,싼타페DM 5인승,경유,5인승,2015~16년형,0,마감
2023-08-03,싼타페TM 5인승,경유,5인승,2019년형,0,마감
2023-08-03,G4렉스턴 5인승,경유,5인승,2017년형,0,마감
2023-08-03,G4렉스턴(4WD) 7인승,경유,7인승,2017년형,0,마감
2023-08-03,더뉴모하비(4WD) 5인승,경유,5인승,2016년형,0,마감
2023-08-03,4세대 쏘렌토 (하이브리드),하이브리드,7인승,2021년형,0,마감
2023-08-03,2023 4세대쏘렌토 5인승(휘),휘발유,5인승,2023년형,0,마감
2023-08-03,2023 4세대쏘렌토 7인승(휘),휘발유,7인승,2023년형,0,마감
2023-08-03,더뉴싼타페 7인승 (휘발유),휘발유,7인승,2022년형,0,마감
2023-08-03,제네시스 GV80 (2.5T/5인승),휘발유,5인승,2021년형,0,마감
2023-08-03,제네시스 GV80 (2.5T/7인승),휘발유,7인승,2020년형,0,마감
2023-08-03,K7 (LPG),LPG,5인승,2016년형,0,마감
2023-08-03,K7,휘발유,5인승,2016년형,0,마감
2023-08-03,그랜저HG,휘발유,5인승,2016년형,0,마감
2023-08-03,그랜저HG (LPG),LPG,5인승,2016년형,0,마감
2023-08-03,디올뉴그랜저 (LPG),LPG,5인승,2023년형,0,마감
2023-08-03,제네시스 EQ900,휘발유,5인승,2016년형,0,마감
2023-08-03,제네시스 G90,휘발유,5인승,2018년형,0,마감
2023-08-03,2022 폭스바겐 제타,휘발유,5인승,2022년형,0,마감
2023-08-03,미니쿠퍼컨버터블,휘발유,4인승,2016~19년형,0,마감
2023-08-03,2023 미니쿠퍼컨버터블 S,휘발유,4인승,2023년형,0,마감
2023-08-03,벤츠 c200 카브리올레,휘발유,4인승,2018년형,0,마감
2023-08-03,벤츠 c200d,경유,5인승,2016년형,0,마감
2023-08-03,테슬라 모델3 (전기차),전기,5인승,2020년형,0,마감
2023-08-03,2020 아우디 A6,휘발유,5인승,2020년형,0,마감
2023-08-03,볼보 XC40,휘발유,5인승,2022년형,0,마감
2023-08-03,BMW 520i M스포츠,휘발유,5인승,2020년형,0,마감
2023-08-03,지프 랭글러 루비콘 파워탑,휘발유,5인승,2021년형,0,마감
2023-08-03,2023 BMW Z4,휘발유,2인승,2023년형,0,마감
2023-08-03,포르쉐 카이엔,휘발유,5인승,2021년형,0,마감
2023-08-03,포르쉐 카이엔 쿠페 하이브리드,하이브리드,5인승,2021년형,0,마감
2023-08-03,포르쉐 파나메라,휘발유,4인승,2021년형,0,마감
2023-08-03,2021 포르쉐 타이칸,전기,4인승,2021년형,0,마감
2023-08-03,2018 더뉴스타렉스어반 9인승,경유,9인승,2018~19년형,0,마감
2023-08-03,2018 더뉴카니발 9인승,경유,9인승,2018~19년형,0,마감
2023-08-03,스타리아 11인승,경유,11인승,2022년형,0,마감
2023-08-03,2019 스타렉스 하이리무진 6인승,경유,6인승,2019년형,0,마감
2023-08-03,뉴카운티(AT) 15인승,경유,15인승,2016년형,0,마감
2023-08-03,2023 쏠라티(AT) 15인승,경유,15인승,2023년형,0,마감
2023-08-04,2020 올뉴K3 (만26세),휘발유,5인승,2020~21년형,69520,완전자차포함
2023-08-04,올뉴모닝,휘발유,5인승,2017~20년형,70680,완전자차포함
2023-08-04,더뉴K5 (만26세),LPG,5인승,2018~19년형,72150,완전자차포함
2023-08-04,더뉴아반떼 (만26세),휘발유,5인승,2019년형,72520,완전자차포함
2023-08-04,2022 올뉴K3 (만26세),휘발유,5인승,2022~23년형,72980,완전자차포함
2023-08-04,더뉴레이 (만26세),휘발유,5인승,2018~20년형,73600,완전자차포함
2023-08-04,2021 더뉴레이 (만26세),휘발유,5인승,2021~22년형,74520,완전자차포함
2023-08-04,올뉴아반떼 (만26세),휘발유,5인승,2020~21년형,74760,완전자차포함
2023-08-04,3세대 K5 (만26세),LPG,5인승,2020~21년형,75600,완전자차포함
2023-08-04,모닝 어반,휘발유,5인승,2020~22년형,76230,완전자차포함
2023-08-04,모닝 어반 (만26세),휘발유,5인승,2021~22년형,77500,완전자차포함
2023-08-04,3세대 K5 (휘발유),휘발유,5인승,2020~21년형,77760,완전자차포함
2023-08-04,올뉴아반떼 LPG,LPG,5인승,2021년형,78320,완전자차포함
2023-08-04,2023 더뉴아반떼,휘발유,5인승,2023년형,78320,완전자차포함
2023-08-04,베리뉴 티볼리(경유/휘발유),경유/휘발유,5인승,2020년형,79170,완전자차포함
2023-08-04,2022 K5 (만26세),LPG,5인승,2022~23년형,79920,완전자차포함
2023-08-04,쏘나타 DN8 (만26세),LPG,5인승,2019~21년형,80340,완전자차포함
2023-08-04,쏘나타뉴라이즈 (만26세),LPG,5인승,2017~18년형,81400,완전자차포함
2023-08-04,그랜드스타렉스 12인승,경유,12인승,2015~17년형,81700,완전자차포함
2023-08-04,디 올뉴코나,휘발유,5인승,2023년형,81900,완전자차포함
2023-08-04,2022 K5 (휘발유),휘발유,5인승,2022년형,83600,완전자차포함
2023-08-04,K7 프리미어 (휘발유/LPG),휘발유/LPG,5인승,2019~21년형,84000,완전자차포함
2023-08-04,2020 쏘나타 (휘/만26세),휘발유,5인승,2020~21년형,84240,완전자차포함
2023-08-04,2021 쏘나타 DN8 (휘),휘발유,5인승,2021~22년형,84240,완전자차포함
2023-08-04,볼트EV (전기차),전기,5인승,2017~18년형,84870,완전자차포함
2023-08-04,XM3,휘발유,5인승,2020년형,85260,완전자차포함
2023-08-04,2022 올뉴K3,휘발유,5인승,2022년형,85440,완전자차포함
2023-08-04,2019투싼 / 스포티지더볼드,경유,5인승,2019년형,85500,완전자차포함
2023-08-04,뉴K3 (만26세),휘발유,5인승,2016~18년형,85560,완전자차포함
2023-08-04,올뉴K5 (휘발유/만26세),휘발유,5인승,2016년형,86480,완전자차포함
2023-08-04,2022 더뉴레이,휘발유,5인승,2022년형,86940,완전자차포함
2023-08-04,올뉴아반떼,휘발유,5인승,2020~22년형,87220,완전자차포함
2023-08-04,2021올뉴K3 / 올뉴아반떼,휘발유,5인승,2021~22년형,87220,완전자차포함
2023-08-04,티볼리아머,휘발유,5인승,2018~19년형,88000,완전자차포함
2023-08-04,아이오닉EV (전기차),전기,5인승,2017~18년형,89100,완전자차포함
2023-08-04,2021 티볼리에어,휘발유,5인승,2020~21년형,89320,완전자차포함
2023-08-04,올뉴K3 (만26세),휘발유,5인승,2018~19년형,90280,완전자차포함
2023-08-04,코나 / 스토닉,휘발유,5인승,2017~18년형,91650,완전자차포함
2023-08-04,2020 코란도 (휘발유),휘발유,5인승,2020년형,91650,완전자차포함
2023-08-04,2023 더뉴모닝,휘발유,5인승,2023년형,91760,완전자차포함
2023-08-04,올뉴K5 (만26세),LPG,5인승,2016~17년형,91800,완전자차포함
2023-08-04,쏘나타 디 엣지 (휘발유),휘발유,5인승,2023년형,92400,완전자차포함
2023-08-04,2022 XM3,휘발유,5인승,2022년형,92400,완전자차포함
2023-08-04,트레일블레이저,휘발유,5인승,2021년형,92400,완전자차포함
2023-08-04,2022 트레일블레이저,휘발유,5인승,2022년형,92400,완전자차포함
2023-08-04,2020 올뉴K3,휘발유,5인승,2020~21년형,93220,완전자차포함
2023-08-04,2021 아이오닉5,전기,5인승,2021~22년형,94050,완전자차포함
2023-08-04,QM6 5인승,경유,5인승,2017~19년형,94350,완전자차포함
2023-08-04,베뉴,휘발유,5인승,2019~22년형,94570,완전자차포함
2023-08-04,셀토스,휘발유,5인승,2020년형,94600,완전자차포함
2023-08-04,2023 더뉴레이,휘발유,5인승,2023년형,94720,완전자차포함
2023-08-04,2020 코나 일렉트릭,전기,5인승,2020년형,95480,완전자차포함
2023-08-04,SM6 (휘발유),휘발유,5인승,2017~20년형,96040,완전자차포함
2023-08-04,더뉴K5 (휘발유/만26세),휘발유,5인승,2018~19년형,96040,완전자차포함
2023-08-04,올뉴투싼 / 올뉴스포티지,경유,5인승,2016~18년형,96600,완전자차포함
2023-08-04,2021 4세대 투싼,경유,5인승,2021년형,96900,완전자차포함
2023-08-04,그랜저IG (휘발유/LPG),휘발유/LPG,5인승,2017~19년형,96900,완전자차포함
2023-08-04,더뉴스타렉스어반 9인승,경유,9인승,2018~19년형,97200,완전자차포함
2023-08-04,2021 코나,휘발유,5인승,2021년형,98000,완전자차포함
2023-08-04,2023 베뉴,휘발유,5인승,2023년형,98000,완전자차포함
2023-08-04,스타리아 9인승,경유,9인승,2021년형,98600,완전자차포함
2023-08-04,올뉴카니발 9인승,경유,9인승,2015~18년형,98800,완전자차포함
2023-08-04,더뉴스타렉스 12인승,경유,12인승,2018~20년형,98800,완전자차포함
2023-08-04,2021 4세대 투싼 (휘발유),휘발유,5인승,2021년형,99450,완전자차포함
2023-08-04,올뉴K7 (휘발유/LPG),휘발유/LPG,5인승,2016~17년형,99450,완전자차포함
2023-08-04,쏘울 부스터 (만26세),휘발유,5인승,2019~21년형,99900,완전자차포함
2023-08-04,쏘나타뉴라이즈 (휘/만26),휘발유,5인승,2017~18년형,99960,완전자차포함
2023-08-04,토레스,휘발유,5인승,2022~23년형,100700,완전자차포함
